Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
20.93038,S,20.93038,0.7904721,0.008074356,0.548502,0.002662668,0,89.257,34.02207,0.1649845,105.125,140.0629,5.608017,-44.2454439863142,-44.17316,-2.528092,832.560993700024,814.6107,167.5502,78.08883,78.37742,24877.87,3815.439
20.94038,S,20.94038,0.7900821,0.008080305,0.5485184,0.002665871,0,89.257,33.97694,0.1649589,105.125,140.0629,5.608015,-44.2292054586702,-44.15703,-2.525731,832.123692307456,814.1691,167.5249,78.08426,78.37299,24886.02,3817.115
20.95038,S,20.95038,0.7896922,0.008094628,0.548535,0.002667832,0,89.257,33.93185,0.1648562,105.125,140.0629,5.608013,-44.2129955590052,-44.14093,-2.523346,831.686610831393,813.7277,167.4997,78.07969,78.36856,24894.15,3818.79
20.96038,S,20.96038,0.7893024,0.00810536,0.5485515,0.00267256,0,89.257,33.88685,0.1649244,105.125,140.0629,5.60801,-44.1967993419911,-44.12484,-2.521025,831.249733516688,813.2865,167.4745,78.07511,78.36413,24902.29,3820.464
20.97038,S,20.97038,0.7889128,0.008111316,0.5485681,0.002676102,0,89.257,33.8419,0.1649188,105.125,140.0629,5.608008,-44.1806217685458,-44.10877,-2.51868,830.812956215608,812.8454,167.4493,78.07053,78.35969,24910.41,3822.139
20.98038,S,20.98038,0.7885233,0.008120515,0.5485846,0.002678067,0,89.257,33.797,0.1648161,105.125,140.0629,5.608008,-44.1644823528524,-44.09274,-2.516303,830.376383078525,812.4045,167.4241,78.06595,78.35525,24918.54,3823.813
20.99039,S,20.99039,0.7881339,0.008132155,0.5486012,0.002681102,0,89.257,33.75217,0.1647789,105.125,140.0628,5.608006,-44.1483444659299,-44.07671,-2.513952,829.939932066527,811.9637,167.399,78.06136,78.35079,24926.66,3825.487
21.00039,S,21.00039,0.7877445,0.008146017,0.5486178,0.002684944,0,89.257,33.7074,0.1647912,105.125,140.0628,5.608003,-44.1322378290318,-44.06071,-2.511623,829.503682078133,811.5231,167.3739,78.05677,78.34634,24934.77,3827.161
21.01039,S,21.01039,0.7873554,0.008156147,0.5486345,0.002689519,0,89.257,33.6627,0.164848,105.125,140.0628,5.608,-44.1161521151721,-44.04473,-2.50931,829.067535281107,811.0826,167.3488,78.05217,78.34189,24942.88,3828.835
21.02039,S,21.02039,0.7869663,0.008168503,0.5486512,0.002692862,0,89.257,33.61804,0.1648289,105.125,140.0628,5.607998,-44.1000851627695,-44.02877,-2.506975,828.63158950795,810.6423,167.3237,78.04758,78.33743,24950.99,3830.508
21.03039,S,21.03039,0.7865773,0.008184358,0.5486678,0.002696941,0,89.257,33.57345,0.1648545,105.125,140.0628,5.607996,-44.0840491169304,-44.01284,-2.504656,828.195769073675,810.2021,167.2987,78.04297,78.33297,24959.09,3832.181
21.04039,S,21.04039,0.7861885,0.008194586,0.5486846,0.002702174,0,89.257,33.52892,0.1649503,105.125,140.0627,5.607991,-44.0680148197169,-43.99691,-2.502367,827.760146515749,809.7621,167.2737,78.03836,78.32849,24967.19,3833.854
21.05039,S,21.05039,0.7857997,0.008207205,0.5487013,0.002705549,0,89.257,33.48444,0.1649322,105.125,140.0627,5.607988,-44.0520184014544,-43.98102,-2.500041,827.324728160679,809.3223,167.2487,78.03375,78.32403,24975.28,3835.527
21.06039,S,21.06039,0.7854112,0.008215073,0.548718,0.002709715,0,89.257,33.44004,0.1649621,105.125,140.0627,5.607986,-44.0360430177575,-43.96515,-2.497733,826.889507676478,808.8827,167.2237,78.02914,78.31955,24983.37,3837.199
21.07039,S,21.07039,0.7850229,0.008227089,0.5487348,0.00271231,0,89.257,33.39569,0.164896,105.125,140.0627,5.607986,-44.0200958732638,-43.94931,-2.495394,826.454393573794,808.4432,167.1987,78.02451,78.31508,24991.46,3838.871
21.08039,S,21.08039,0.7846345,0.008241606,0.5487517,0.002716276,0,89.257,33.3514,0.1649129,105.125,140.0627,5.607981,-44.0041605159534,-43.93348,-2.493086,826.019401706959,808.0038,167.1738,78.01989,78.31059,24999.54,3840.543
21.09039,S,21.09039,0.7842462,0.00825154,0.5487685,0.002721068,0,89.257,33.30717,0.1649797,105.125,140.0627,5.607978,-43.988236433342,-43.91766,-2.4908,825.584610894601,807.5646,167.1489,78.01526,78.30611,25007.61,3842.215
21.10039,S,21.10039,0.7838581,0.008264604,0.5487853,0.002724346,0,89.257,33.26299,0.1649543,105.125,140.0627,5.607976,-43.9723406485845,-43.90187,-2.488484,825.149923319563,807.1255,167.124,78.01063,78.30161,25015.68,3843.886
21.11039,S,21.11039,0.78347,0.008274123,0.5488022,0.002728658,0,89.257,33.21888,0.1649912,105.125,140.0626,5.607974,-43.9564762755768,-43.88611,-2.486193,824.715439972366,806.6866,167.0991,78.00599,78.29712,25023.75,3845.557
21.12039,S,21.12039,0.7830822,0.008290199,0.5488191,0.002731798,0,89.257,33.17483,0.1649569,105.125,140.0626,5.607971,-43.9406305582406,-43.87037,-2.483878,824.281173552246,806.2479,167.0743,78.00136,78.29262,25031.81,3847.228
21.13039,S,21.13039,0.7826945,0.008303621,0.5488361,0.002737105,0,89.257,33.13084,0.1650531,105.125,140.0626,5.607969,-43.9247977522333,-43.85464,-2.481614,823.847111373844,805.8094,167.0495,77.99671,78.28812,25039.87,3848.899
21.14039,S,21.14039,0.7823069,0.008313356,0.548853,0.002741534,0,89.257,33.08691,0.1650958,105.125,140.0626,5.607966,-43.9089839407737,-43.83893,-2.479332,823.413152453683,805.371,167.0247,77.99206,78.28361,25047.92,3850.569
21.15039,S,21.15039,0.7819194,0.008325198,0.54887,0.002744746,0,89.257,33.04304,0.165065,105.125,140.0626,5.607964,-43.8932088681197,-43.82326,-2.477028,822.979293617369,804.9327,166.9999,77.9874,78.27909,25055.97,3852.239
21.16039,S,21.16039,0.781532,0.008332625,0.548887,0.002748655,0,89.257,32.99922,0.1650757,105.125,140.0626,5.607961,-43.8774447840469,-43.8076,-2.474741,822.545639028552,804.4946,166.9751,77.98275,78.27457,25064.02,3853.909
21.17039,S,21.17039,0.7811447,0.008349441,0.548904,0.002751104,0,89.257,32.95546,0.1649986,105.125,140.0625,5.607959,-43.8616990781505,-43.79196,-2.472425,822.112204591138,804.0567,166.9504,77.97809,78.27006,25072.06,3855.579
21.18039,S,21.18039,0.7807575,0.00836185,0.548921,0.002756655,0,89.257,32.91176,0.1651071,105.125,140.0625,5.607956,-43.8459772180633,-43.77634,-2.470177,821.67897441759,803.619,166.9257,77.97343,78.26553,25080.09,3857.248
21.19039,S,21.19039,0.7803706,0.008370434,0.5489381,0.002760751,0,89.257,32.86814,0.1651281,105.125,140.0625,5.607954,-43.8302838888811,-43.76075,-2.467903,821.245844344053,803.1814,166.901,77.96876,78.261,25088.12,3858.917
21.20039,S,21.20039,0.7799836,0.008380402,0.5489551,0.002763583,0,89.257,32.82456,0.1650732,105.125,140.0625,5.607952,-43.8145991812514,-43.74517,-2.465604,820.812915353105,802.744,166.8763,77.96408,78.25648,25096.15,3860.586
21.21039,S,21.21039,0.7795969,0.008394887,0.5489722,0.002766873,0,89.257,32.78104,0.1650454,105.125,140.0625,5.607949,-43.798955074896,-43.72963,-2.463316,820.380111942925,802.3067,166.8517,77.9594,78.25194,25104.18,3862.255
21.22039,S,21.22039,0.7792103,0.008410764,0.5489894,0.002771653,0,89.257,32.73758,0.1651062,105.125,140.0625,5.607946,-43.7833029408957,-43.71408,-2.461062,819.947509632738,801.8696,166.8271,77.95473,78.2474,25112.2,3863.924
21.23039,S,21.23039,0.7788238,0.008423874,0.5490066,0.002776894,0,89.257,32.69418,0.1651938,105.125,140.0624,5.607942,-43.767691573495,-43.69857,-2.458822,819.515010627472,801.4326,166.8025,77.95004,78.24286,25120.21,3865.592
21.24039,S,21.24039,0.7784373,0.008431396,0.5490237,0.00278122,0,89.257,32.65084,0.1652267,105.125,140.0624,5.607939,-43.7520891660943,-43.68307,-2.456563,819.082709533608,800.9958,166.7779,77.94535,78.2383,25128.22,3867.26
21.25039,S,21.25039,0.778051,0.00845045,0.549041,0.002783702,0,89.257,32.60755,0.1651497,105.125,140.0624,5.607939,-43.7365247754833,-43.66761,-2.454269,818.650537267061,800.5591,166.7534,77.94065,78.23375,25136.22,3868.927
21.26039,S,21.26039,0.7776648,0.008463033,0.5490582,0.002789993,0,89.257,32.56432,0.1652983,105.125,140.0624,5.607934,-43.7209651421601,-43.65215,-2.452059,818.218562926951,800.1226,166.7289,77.93596,78.22919,25144.23,3870.595
21.27039,S,21.27039,0.7772788,0.008479846,0.5490754,0.002794145,0,89.257,32.52115,0.1653196,105.125,140.0624,5.607932,-43.7054329803151,-43.63672,-2.449804,817.78679289323,799.6863,166.7044,77.93126,78.22463,25152.22,3872.262
21.28039,S,21.28039,0.7768928,0.008491081,0.5490927,0.002799694,0,89.257,32.47805,0.1654231,105.125,140.0623,5.607927,-43.689922735775,-43.62131,-2.447583,817.355122995455,799.2501,166.6799,77.92655,78.22007,25160.21,3873.929
21.29039,S,21.29039,0.776507,0.008498676,0.54911,0.002803402,0,89.257,32.435,0.1654174,105.125,140.0623,5.607924,-43.6744304301959,-43.60592,-2.445325,816.923654211803,798.8141,166.6554,77.92184,78.2155,25168.2,3875.596
21.30039,S,21.30039,0.7761213,0.008516797,0.5491273,0.002805908,0,89.257,32.392,0.1653406,105.125,140.0623,5.607924,-43.6589668349989,-43.59056,-2.443044,816.492311133216,798.3782,166.631,77.91712,78.21092,25176.19,3877.262
21.31039,S,21.31039,0.7757357,0.008531292,0.5491447,0.002811889,0,89.257,32.34906,0.1654681,105.125,140.0623,5.60792,-43.643507536218,-43.5752,-2.440839,816.061071406576,797.9424,166.6066,77.91241,78.20635,25184.17,3878.929
21.32039,S,21.32039,0.7753502,0.008548097,0.549162,0.002816673,0,89.257,32.30618,0.1655246,105.125,140.0623,5.607917,-43.6280868747015,-43.55988,-2.43861,815.630032813531,797.5068,166.5822,77.90768,78.20177,25192.14,3880.595
21.33039,S,21.33039,0.7749647,0.008559482,0.5491794,0.00282222,0,89.257,32.26335,0.1656255,105.125,140.0623,5.607913,-43.6126673175764,-43.54456,-2.4364,815.199195352521,797.0714,166.5578,77.90296,78.19718,25200.11,3882.26
21.34039,S,21.34039,0.7745796,0.008574441,0.5491968,0.002825977,0,89.257,32.22059,0.1656209,105.125,140.0622,5.60791,-43.5972857857278,-43.52928,-2.434155,814.768480454759,796.6361,166.5335,77.89822,78.19259,25208.08,3883.926
21.35039,S,21.35039,0.7741944,0.00859277,0.5492142,0.002830915,0,89.257,32.17788,0.165685,105.125,140.0622,5.607907,-43.5819158449459,-43.51401,-2.431938,814.337969906665,796.201,166.5092,77.89349,78.18799,25216.04,3885.591
21.36039,S,21.36039,0.7738093,0.00860644,0.5492317,0.002836965,0,89.257,32.13523,0.1658137,105.125,140.0622,5.607905,-43.5665673656028,-43.49876,-2.429747,813.907559531945,795.766,166.4849,77.88876,78.1834,25224,3887.256
21.37039,S,21.37039,0.7734244,0.008616653,0.5492492,0.002841477,0,89.257,32.09262,0.165852,105.125,140.0622,5.6079,-43.5512371125262,-43.48353,-2.427524,813.477353509729,795.3312,166.4606,77.884,78.17879,25231.95,3888.921
21.38039,S,21.38039,0.7730396,0.0086364,0.5492667,0.002844848,0,89.257,32.0501,0.1658234,105.125,140.0622,5.607898,-43.5359358532579,-43.46833,-2.425283,813.047270105474,794.8965,166.4364,77.87926,78.17418,25239.9,3890.586
21.39039,S,21.39039,0.7726549,0.008651649,0.5492842,0.002851365,0,89.257,32.00761,0.1659777,105.125,140.0621,5.607895,-43.5206382573871,-43.45313,-2.423107,812.617387866515,794.462,166.4122,77.8745,78.16957,25247.85,3892.25
21.40039,S,21.40039,0.7722704,0.008670135,0.5493018,0.002856399,0,89.257,31.96519,0.166045,105.125,140.0621,5.60789,-43.5053791375057,-43.43797,-2.420904,812.187609027227,794.0276,166.388,77.86975,78.16495,25255.79,3893.914
21.41039,S,21.41039,0.771886,0.008684126,0.5493193,0.002862501,0,89.257,31.92282,0.1661738,105.125,140.0621,5.607888,-43.4901313791764,-43.42282,-2.418725,811.758031353613,793.5934,166.3638,77.86499,78.16033,25263.72,3895.578
21.42039,S,21.42039,0.7715016,0.008694529,0.5493369,0.002867118,0,89.257,31.88052,0.1662159,105.125,140.0621,5.607885,-43.474912003376,-43.4077,-2.416517,811.32855708355,793.1593,166.3396,77.86022,78.15571,25271.65,3897.241
21.4304,S,21.4304,0.7711173,0.008714646,0.5493545,0.00287055,0,89.257,31.83826,0.1661889,105.125,140.0621,5.607883,-43.4597014883333,-43.39259,-2.414288,810.899306466276,792.7254,166.3155,77.85545,78.15108,25279.58,3898.905
21.4404,S,21.4404,0.7707332,0.008730132,0.5493722,0.002877192,0,89.257,31.79606,0.1663473,105.125,140.062,5.607878,-43.4445148176198,-43.3775,-2.412128,810.470156060245,792.2916,166.2914,77.85068,78.14644,25287.5,3900.568
21.4504,S,21.4504,0.7703492,0.008743099,0.5493898,0.002882304,0,89.257,31.75392,0.1664166,105.125,140.062,5.607876,-43.4293465468757,-43.36243,-2.409939,810.041210050481,791.858,166.2673,77.8459,78.1418,25295.42,3902.231
21.4604,S,21.4604,0.7699653,0.008757359,0.5494075,0.002886583,0,89.257,31.71183,0.1664374,105.125,140.062,5.607871,-43.4142073845286,-43.34739,-2.407734,809.612364253378,791.4245,166.2432,77.84112,78.13717,25303.34,3903.893
21.4704,S,21.4704,0.7695816,0.008770017,0.5494252,0.00289129,0,89.257,31.6698,0.1664824,105.125,140.062,5.607868,-43.3990788595933,-43.33236,-2.40554,809.183625103685,790.9911,166.2191,77.83633,78.13252,25311.25,3905.556
21.4804,S,21.4804,0.7691978,0.008783626,0.5494429,0.002895467,0,89.257,31.62782,0.1664965,105.125,140.062,5.607866,-43.3839798878785,-43.31736,-2.403338,808.755106452042,790.5579,166.1951,77.83154,78.12787,25319.15,3907.218
21.4904,S,21.4904,0.7688142,0.008800508,0.5494607,0.002899958,0,89.257,31.58591,0.1665284,105.125,140.062,5.607863,-43.368901482257,-43.30238,-2.401146,808.326789000072,790.1249,166.1711,77.82674,78.12321,25327.05,3908.88
21.5004,S,21.5004,0.7684308,0.00881292,0.5494785,0.002905529,0,89.257,31.54404,0.1666217,105.125,140.0619,5.607859,-43.353834431946,-43.28741,-2.398978,807.898574999775,789.692,166.1471,77.82194,78.11855,25334.95,3910.541
21.5104,S,21.5104,0.7680474,0.008821778,0.5494962,0.002909627,0,89.257,31.50223,0.1666301,105.125,140.0619,5.607856,-43.3387857884085,-43.27246,-2.396781,807.470562199556,789.2593,166.1231,77.81713,78.1139,25342.84,3912.203
21.5204,S,21.5204,0.7676642,0.008840412,0.5495141,0.002912549,0,89.257,31.46048,0.166571,105.125,140.0619,5.607856,-43.3237759661305,-43.25755,-2.394563,807.042675420537,788.8267,166.0992,77.81232,78.10922,25350.73,3913.864
21.5304,S,21.5304,0.7672811,0.008855504,0.5495319,0.0029187,0,89.257,31.41879,0.1666961,105.125,140.0619,5.607851,-43.3087700552882,-43.24264,-2.392415,806.614989859583,788.3943,166.0753,77.80751,78.10455,25358.62,3915.525
21.5404,S,21.5404,0.7668982,0.008867056,0.5495498,0.00292368,0,89.257,31.37715,0.1667538,105.125,140.0619,5.607849,-43.2937828844054,-43.22775,-2.390244,806.187407775816,787.962,166.0514,77.80269,78.09988,25366.49,3917.185
21.5504,S,21.5504,0.7665151,0.008880842,0.5495676,0.002927492,0,89.257,31.33557,0.1667445,105.125,140.0618,5.607846,-43.2788244957127,-43.21289,-2.388051,805.759925945586,787.5298,166.0275,77.79786,78.09519,25374.37,3918.846
21.5604,S,21.5604,0.7661324,0.008891237,0.5495856,0.002932042,0,89.257,31.29403,0.1667768,105.125,140.0618,5.607841,-43.2638771829425,-43.19804,-2.385877,805.332648562011,787.0978,166.0036,77.79304,78.09052,25382.24,3920.506
21.5704,S,21.5704,0.7657497,0.008902631,0.5496035,0.002935473,0,89.257,31.25256,0.1667452,105.125,140.0618,5.607841,-43.2489586542631,-43.18322,-2.383681,804.90559177704,786.666,165.9798,77.7882,78.08582,25390.11,3922.166
21.5804,S,21.5804,0.7653672,0.008918248,0.5496215,0.002939232,0,89.257,31.21113,0.166732,105.125,140.0618,5.607839,-43.2340606898245,-43.16842,-2.381495,804.47863849238,786.2343,165.956,77.78336,78.08113,25397.97,3923.825
21.5904,S,21.5904,0.7649847,0.008930488,0.5496395,0.002944387,0,89.257,31.16977,0.1667976,105.125,140.0618,5.607834,-43.2191744600993,-43.15363,-2.37934,804.051889674671,785.8028,165.9322,77.77852,78.07643,25405.83,3925.485
21.6004,S,21.6004,0.7646025,0.008938144,0.5496575,0.002948425,0,89.257,31.12847,0.1667995,105.125,140.0618,5.607831,-43.204317125886,-43.13887,-2.377165,803.625241130084,785.3714,165.9084,77.77367,78.07173,25413.68,3927.144
21.6104,S,21.6104,0.7642202,0.008948809,0.5496755,0.002950951,0,89.257,31.08722,0.1667156,105.125,140.0617,5.607829,-43.1894782094947,-43.12413,-2.374961,803.198816465447,784.9402,165.8847,77.76881,78.06702,25421.53,3928.803
21.6204,S,21.6204,0.7638382,0.00896173,0.5496935,0.002954471,0,89.257,31.04602,0.1666878,105.125,140.0617,5.607827,-43.1746606265997,-43.10941,-2.372781,802.772492090627,784.5091,165.861,77.76395,78.06232,25429.38,3930.462
21.6304,S,21.6304,0.7634562,0.008972212,0.5497116,0.002958735,0,89.257,31.00488,0.1667016,105.125,140.0617,5.607824,-43.1598539507572,-43.0947,-2.370617,802.346274480738,784.0781,165.8373,77.75909,78.05759,25437.22,3932.12
21.6404,S,21.6404,0.7630743,0.008986022,0.5497297,0.002962193,0,89.257,30.96378,0.1666697,105.125,140.0617,5.607822,-43.1450765584441,-43.08002,-2.36844,801.920258125963,783.6473,165.8136,77.75423,78.05288,25445.05,3933.778
21.6504,S,21.6504,0.7626926,0.008995409,0.5497478,0.002966751,0,89.257,30.92276,0.1666995,105.125,140.0617,5.607819,-43.1303105111576,-43.06535,-2.366287,801.494345305179,783.2166,165.7899,77.74936,78.04816,25452.88,3935.436
21.6604,S,21.6604,0.7623108,0.009007697,0.5497659,0.002969848,0,89.257,30.88177,0.1666468,105.125,140.0617,5.607817,-43.1155729802069,-43.05071,-2.364107,801.06865318808,782.7861,165.7663,77.74448,78.04343,25460.71,3937.094
21.6704,S,21.6704,0.7619293,0.009023467,0.5497841,0.002973903,0,89.257,30.84085,0.1666477,105.125,140.0616,5.607814,-43.100846683621,-43.03608,-2.361949,800.643067866937,782.3557,165.7427,77.73961,78.0387,25468.54,3938.751
21.6804,S,21.6804,0.7615478,0.009034685,0.5498023,0.002979108,0,89.257,30.79996,0.1667125,105.125,140.0616,5.607812,-43.0861417139563,-43.02147,-2.359815,800.217680575734,781.9255,165.7191,77.73473,78.03396,25476.36,3940.409
21.6904,S,21.6904,0.7611665,0.009041489,0.5498205,0.002982809,0,89.257,30.75914,0.1666929,105.125,140.0616,5.60781,-43.0714553321968,-43.00688,-2.357655,799.79239684196,781.4954,165.6955,77.72984,78.02921,25484.17,3942.066
21.7004,S,21.7004,0.7607853,0.009052711,0.5498387,0.002985053,0,89.257,30.71839,0.1665916,105.125,140.0616,5.607807,-43.0567974712637,-42.99232,-2.355468,799.3673176264,781.0655,165.6719,77.72495,78.02448,25491.98,3943.722
21.7104,S,21.7104,0.7604041,0.009066871,0.549857,0.002988756,0,89.257,30.67768,0.1665718,105.125,140.0616,5.607805,-43.0421513349675,-42.97777,-2.353312,798.942361461293,780.6357,165.6484,77.72005,78.01972,25499.79,3945.379
21.7204,S,21.7204,0.7600232,0.009074628,0.5498753,0.00299343,0,89.257,30.63702,0.1666056,105.125,140.0616,5.607802,-43.0275263590986,-42.96324,-2.351177,798.517603337292,780.2061,165.6249,77.71514,78.01497,25507.59,3947.035
21.7304,S,21.7304,0.7596423,0.009087751,0.5498936,0.002995988,0,89.257,30.59642,0.1665213,105.125,140.0616,5.607802,-43.012919319722,-42.94873,-2.349004,798.092952044563,779.7766,165.6014,77.71024,78.01022,25515.39,3948.691
21.7404,S,21.7404,0.7592615,0.009096476,0.5499119,0.003000319,0,89.257,30.55587,0.1665356,105.125,140.0615,5.607797,-42.9983342595186,-42.93424,-2.346867,797.668502042434,779.3473,165.5779,77.70533,78.00546,25523.18,3950.347
21.7504,S,21.7504,0.7588809,0.00910174,0.5499302,0.003003198,0,89.257,30.51538,0.1664688,105.125,140.0615,5.607797,-42.9837677932091,-42.91977,-2.344704,797.244155627991,778.9181,165.5544,77.70041,78.00069,25530.97,3952.003
21.7604,S,21.7604,0.7585003,0.009117878,0.5499486,0.003004932,0,89.257,30.47493,0.1663386,105.125,140.0615,5.607795,-42.9692302901668,-42.90533,-2.342522,796.81993558405,778.489,165.531,77.6955,77.99591,25538.75,3953.659
21.7704,S,21.7704,0.7581198,0.009128559,0.5499669,0.003010259,0,89.257,30.43455,0.1664071,105.125,140.0615,5.607792,-42.9546968095768,-42.89089,-2.340413,796.395913595818,778.0601,165.5076,77.69057,77.99113,25546.54,3955.314
21.7804,S,21.7804,0.7577395,0.009137805,0.5499854,0.003013783,0,89.257,30.39421,0.1663754,105.125,140.0615,5.60779,-42.9401814339118,-42.87647,-2.338269,795.971998475445,777.6313,165.4842,77.68564,77.98636,25554.31,3956.969
21.7904,S,21.7904,0.7573593,0.009149363,0.5500038,0.003016834,0,89.257,30.35393,0.1663175,105.125,140.0615,5.607788,-42.9256957844692,-42.86208,-2.33612,795.548183714748,777.2026,165.4608,77.6807,77.98158,25562.08,3958.624
21.8004,S,21.8004,0.756979,0.009163124,0.5500222,0.003020647,0,89.257,30.3137,0.1663015,105.125,140.0615,5.607785,-42.9112309645423,-42.84771,-2.333986,795.124593080125,776.7741,165.4375,77.67577,77.97678,25569.85,3960.278
21.8104,S,21.8104,0.756599,0.009179342,0.5500407,0.003025189,0,89.257,30.27352,0.1663252,105.125,140.0614,5.607782,-42.8967672198761,-42.83334,-2.331871,794.701203773098,776.3458,165.4142,77.67083,77.97198,25577.61,3961.933
21.8204,S,21.8204,0.7562191,0.009191187,0.5500592,0.003030541,0,89.257,30.23341,0.166393,105.125,140.0614,5.607778,-42.8823344501098,-42.819,-2.329774,794.27801579208,775.9177,165.3909,77.66589,77.96719,25585.37,3963.587
21.8304,S,21.8304,0.7558393,0.009200545,0.5500777,0.003034451,0,89.257,30.19334,0.1663813,105.125,140.0614,5.607775,-42.8679202250926,-42.80468,-2.32765,793.854931448903,775.4897,165.3676,77.66093,77.96239,25593.13,3965.24
21.8404,S,21.8404,0.7554597,0.009212366,0.5500963,0.003037537,0,89.257,30.15332,0.1663241,105.125,140.0614,5.607775,-42.853525307232,-42.79038,-2.325513,793.431950747527,775.0618,165.3443,77.65598,77.95758,25600.88,3966.894
21.8504,S,21.8504,0.7550802,0.009228302,0.5501149,0.003041438,0,89.257,30.11336,0.1663114,105.125,140.0614,5.60777,-42.8391513791909,-42.7761,-2.323394,793.00919423489,774.6341,165.3211,77.65102,77.95277,25608.62,3968.547
21.8604,S,21.8604,0.7547008,0.009239748,0.5501334,0.003046699,0,89.257,30.07347,0.1663726,105.125,140.0614,5.607768,-42.8247990356758,-42.76184,-2.321304,792.586538119369,774.2065,165.2979,77.64606,77.94795,25616.37,3970.2
21.87041,S,21.87041,0.7543214,0.009255692,0.5501521,0.003050474,0,89.257,30.0336,0.1663523,105.125,140.0613,5.607765,-42.8104552551018,-42.74759,-2.319187,792.163988937709,773.779,165.2747,77.64109,77.94313,25624.11,3971.853
21.88041,S,21.88041,0.7539421,0.009266205,0.5501707,0.003055737,0,89.257,29.99379,0.1664128,105.125,140.0613,5.607763,-42.7961331656705,-42.73336,-2.317101,791.741637835842,773.3517,165.2515,77.63612,77.93831,25631.84,3973.506
21.89041,S,21.89041,0.753563,0.009281223,0.5501894,0.003059206,0,89.257,29.95405,0.1663752,105.125,140.0613,5.60776,-42.7818393409621,-42.71916,-2.314983,791.319393674694,772.9245,165.2283,77.63114,77.93348,25639.57,3975.158
21.90041,S,21.90041,0.753184,0.009300264,0.550208,0.003064162,0,89.257,29.91435,0.1664182,105.125,140.0613,5.607756,-42.7675471269611,-42.70496,-2.312894,790.897272823226,772.4974,165.2052,77.62617,77.92864,25647.29,3976.81
21.91041,S,21.91041,0.752805,0.009314017,0.5502267,0.003070446,0,89.257,29.8747,0.1665328,105.125,140.0613,5.607753,-42.753276599897,-42.69078,-2.310836,790.475353339442,772.0705,165.1821,77.62118,77.92381,25655.01,3978.462
21.92041,S,21.92041,0.7524261,0.00933216,0.5502455,0.003074986,0,89.257,29.8351,0.1665523,105.125,140.0612,5.607751,-42.739034285205,-42.67663,-2.308745,790.05353755195,771.6437,165.159,77.6162,77.91896,25662.73,3980.114
21.93041,S,21.93041,0.7520474,0.009346919,0.5502642,0.003080973,0,89.257,29.79555,0.1666497,105.125,140.0612,5.607746,-42.724803562598,-42.66249,-2.306683,789.631825464781,771.217,165.1359,77.6112,77.91412,25670.44,3981.765
21.94041,S,21.94041,0.7516687,0.009363964,0.550283,0.003085844,0,89.257,29.75606,0.1666862,105.125,140.0612,5.607743,-42.710591878883,-42.64837,-2.304603,789.210337689976,770.7905,165.1129,77.6062,77.90926,25678.15,3983.416
21.95041,S,21.95041,0.7512901,0.009384465,0.5503017,0.00309147,0,89.257,29.71662,0.166763,105.125,140.0612,5.607738,-42.6964011233324,-42.63427,-2.30254,788.789051302241,770.3642,165.0899,77.6012,77.9044,25685.85,3985.067
21.96041,S,21.96041,0.7509118,0.009400513,0.5503206,0.003098237,0,89.257,29.67724,0.1669008,105.125,140.0611,5.607734,-42.6822316718222,-42.62019,-2.300501,788.367865357672,769.938,165.0669,77.59619,77.89954,25693.55,3986.718
21.97041,S,21.97041,0.7505335,0.009414273,0.5503394,0.003103533,0,89.257,29.6379,0.1669587,105.125,140.0611,5.607731,-42.6680708434363,-42.60612,-2.298436,787.946786419094,769.5119,165.0439,77.59118,77.89468,25701.25,3988.369
21.98041,S,21.98041,0.7501553,0.009430544,0.5503583,0.003108075,0,89.257,29.59861,0.1669757,105.125,140.0611,5.607728,-42.6539392576799,-42.59208,-2.296357,787.525908870344,769.086,165.0209,77.58617,77.8898,25708.94,3990.019
21.99041,S,21.99041,0.7497772,0.00944996,0.5503772,0.003113445,0,89.257,29.55938,0.1670367,105.125,140.0611,5.607724,-42.6398187206126,-42.57805,-2.294297,787.10515475698,768.6602,164.998,77.58115,77.88493,25716.63,3991.669
22.00041,S,22.00041,0.7493992,0.009465064,0.5503961,0.003119853,0,89.257,29.5202,0.1671528,105.125,140.0611,5.607721,-42.6257094456913,-42.56403,-2.29226,786.68460204975,768.2346,164.9751,77.57612,77.88004,25724.31,3993.319
22.01041,S,22.01041,0.7490214,0.009484603,0.550415,0.003124837,0,89.257,29.48107,0.1671922,105.125,140.061,5.607717,-42.6116388077448,-42.55005,-2.290198,786.26415309424,767.8091,164.9522,77.57109,77.87516,25731.99,3994.969
22.02041,S,22.02041,0.7486436,0.009500924,0.5504339,0.003131288,0,89.257,29.44199,0.1673094,105.125,140.061,5.607714,-42.5975697676772,-42.53607,-2.288165,785.843811182443,767.3837,164.9293,77.56606,77.87028,25739.66,3996.618
22.03041,S,22.03041,0.7482659,0.009512812,0.5504529,0.003136673,0,89.257,29.40297,0.1673693,105.125,140.061,5.607709,-42.583529756414,-42.52212,-2.286114,785.423667392992,766.9585,164.9064,77.56102,77.86539,25747.33,3998.268
